,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report,Player
3929,2024-02-17,Sat,Premier League,Matchweek 25,Away,L 0–2,West Ham,Nott'ham Forest,N,FW,1,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Match Report,Danny Ings
3930,2023-10-29,Sun,Premier League,Matchweek 10,Home,W 3–1,Aston Villa,Luton Town,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Tim Iroegbunam
3931,2023-11-26,Sun,Premier League,Matchweek 13,Away,W 2–1,Aston Villa,Tottenham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Tim Iroegbunam
3932,2023-12-03,Sun,Premier League,Matchweek 14,Away,D 2–2,Aston Villa,Bournemouth,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Tim Iroegbunam
3933,2023-12-17,Sun,Premier League,Matchweek 17,Away,W 2–1,Aston Villa,Brentford,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Tim Iroegbunam
3934,2023-12-22,Fri,Premier League,Matchweek 18,Home,D 1–1,Aston Villa,Sheffield Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Tim Iroegbunam
3935,2023-12-26,Tue,Premier League,Matchweek 19,Away,L 2–3,Aston Villa,Manchester Utd,N,DM,5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Match Report,Tim Iroegbunam
3936,2023-12-30,Sat,Premier League,Matchweek 20,Home,W 3–2,Aston Villa,Burnley,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Tim Iroegbunam
3937,2024-01-14,Sun,Premier League,Matchweek 21,Away,D 0–0,Aston Villa,Everton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Tim Iroegbunam
3938,2024-01-30,Tue,Premier League,Matchweek 22,Home,L 1–3,Aston Villa,Newcastle Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Tim Iroegbunam
3939,2024-02-03,Sat,Premier League,Matchweek 23,Away,W 5–0,Aston Villa,Sheffield Utd,N,DM,20,0,0,0,0,0,0,0,,0,2,0,2,1,1,0,0,Match Report,Tim Iroegbunam
3940,2024-02-11,Sun,Premier League,Matchweek 24,Home,L 1–2,Aston Villa,Manchester Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Tim Iroegbunam
3941,2024-02-17,Sat,Premier League,Matchweek 25,Away,W 2–1,Aston Villa,Fulham,N,FW,1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Match Report,Tim Iroegbunam
3942,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 5–1,Newcastle Utd,Aston Villa,Y,FW,67,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Alexander Isak
3943,2023-08-19,Sat,Premier League,Matchweek 2,Away,L 0–1,Newcastle Utd,Manchester City,Y,FW,65,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Alexander Isak
3944,2023-08-27,Sun,Premier League,Matchweek 3,Home,L 1–2,Newcastle Utd,Liverpool,Y,FW,71,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Match Report,Alexander Isak
3945,2023-09-02,Sat,Premier League,Matchweek 4,Away,L 1–3,Newcastle Utd,Brighton,Y,"FW,LW",73,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Match Report,Alexander Isak
3946,2023-09-16,Sat,Premier League,Matchweek 5,Home,W 1–0,Newcastle Utd,Brentford,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Alexander Isak
3947,2023-09-24,Sun,Premier League,Matchweek 6,Away,W 8–0,Newcastle Utd,Sheffield Utd,N,FW,21,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Match Report,Alexander Isak
3948,2023-09-30,Sat,Premier League,Matchweek 7,Home,W 2–0,Newcastle Utd,Burnley,Y,FW,89,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Match Report,Alexander Isak
3949,2023-10-08,Sun,Premier League,Matchweek 8,Away,D 2–2,Newcastle Utd,West Ham,Y,"FW,RW",85,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Match Report,Alexander Isak
3950,2023-10-21,Sat,Premier League,Matchweek 9,Home,W 4–0,Newcastle Utd,Crystal Palace,N,FW,21,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Alexander Isak
3951,2023-11-25,Sat,Premier League,Matchweek 13,Home,W 4–1,Newcastle Utd,Chelsea,Y,FW,80,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Alexander Isak
3952,2023-12-02,Sat,Premier League,Matchweek 14,Home,W 1–0,Newcastle Utd,Manchester Utd,Y,FW,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Match Report,Alexander Isak
3953,2023-12-07,Thu,Premier League,Matchweek 15,Away,L 0–3,Newcastle Utd,Everton,Y,FW,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Match Report,Alexander Isak
3954,2023-12-10,Sun,Premier League,Matchweek 16,Away,L 1–4,Newcastle Utd,Tottenham,Y,FW,63,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,Match Report,Alexander Isak
3955,2023-12-23,Sat,Premier League,Matchweek 18,Away,L 0–1,Newcastle Utd,Luton Town,N,AM,53,1,0,1,0,0,0,0,,0,0,0,0,1,2,0,0,Match Report,Alexander Isak
3956,2023-12-26,Tue,Premier League,Matchweek 19,Home,L 1–3,Newcastle Utd,Nott'ham Forest,Y,"FW,LW",90,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Match Report,Alexander Isak
3957,2024-01-01,Mon,Premier League,Matchweek 20,Away,L 2–4,Newcastle Utd,Liverpool,Y,FW,90,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,Match Report,Alexander Isak
3958,2024-01-13,Sat,Premier League,Matchweek 21,Home,L 2–3,Newcastle Utd,Manchester City,Y,FW,90,0,0,0,0,0,0,0,,0,3,0,3,0,0,2,0,Match Report,Alexander Isak
3959,2024-01-30,Tue,Premier League,Matchweek 22,Away,W 3–1,Newcastle Utd,Aston Villa,Y,FW,42,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Match Report,Alexander Isak
3960,2023-08-12,Sat,Premier League,Matchweek 1,Home,L 0–1,Everton,Fulham,Y,"LM,RM",90,1.0,0.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,Match Report,Alex Iwobi
3961,2023-08-20,Sun,Premier League,Matchweek 2,Away,L 0–4,Everton,Aston Villa,Y,"LM,RM",50,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Match Report,Alex Iwobi
3962,2023-09-16,Sat,Premier League,Matchweek 5,Home,W 1–0,Fulham,Luton Town,N,RM,29,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Match Report,Alex Iwobi
3963,2023-09-23,Sat,Premier League,Matchweek 6,Away,D 0–0,Fulham,Crystal Palace,N,LM,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,Alex Iwobi
3964,2023-10-02,Mon,Premier League,Matchweek 7,Home,L 0–2,Fulham,Chelsea,N,RW,37,2.0,1.0,2.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Match Report,Alex Iwobi
3965,2023-10-07,Sat,Premier League,Matchweek 8,Home,W 3–1,Fulham,Sheffield Utd,Y,RM,78,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Match Report,Alex Iwobi
3966,2023-10-23,Mon,Premier League,Matchweek 9,Away,L 0–2,Fulham,Tottenham,N,AM,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,Match Report,Alex Iwobi
3967,2023-10-29,Sun,Premier League,Matchweek 10,Away,D 1–1,Fulham,Brighton,Y,"AM,DM,LW",89,1.0,1.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,Match Report,Alex Iwobi
3968,2023-11-04,Sat,Premier League,Matchweek 11,Home,L 0–1,Fulham,Manchester Utd,Y,"DM,AM,LW",88,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,Match Report,Alex Iwobi
3969,2023-11-12,Sun,Premier League,Matchweek 12,Away,L 1–3,Fulham,Aston Villa,Y,DM,81,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,Match Report,Alex Iwobi
3970,2023-11-27,Mon,Premier League,Matchweek 13,Home,W 3–2,Fulham,Wolves,Y,"RW,AM",90,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,Match Report,Alex Iwobi
3971,2023-12-03,Sun,Premier League,Matchweek 14,Away,L 3–4,Fulham,Liverpool,Y,"LW,RW",74,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Match Report,Alex Iwobi
3972,2023-12-06,Wed,Premier League,Matchweek 15,Home,W 5–0,Fulham,Nott'ham Forest,Y,RW,75,1.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0,Match Report,Alex Iwobi
3973,2023-12-10,Sun,Premier League,Matchweek 16,Home,W 5–0,Fulham,West Ham,Y,"RW,LW",78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,Alex Iwobi
3974,2023-12-16,Sat,Premier League,Matchweek 17,Away,L 0–3,Fulham,Newcastle Utd,Y,"FW,LW",76,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,Match Report,Alex Iwobi
3975,2023-12-23,Sat,Premier League,Matchweek 18,Home,L 0–2,Fulham,Burnley,Y,LW,90,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Match Report,Alex Iwobi
3976,2023-12-26,Tue,Premier League,Matchweek 19,Away,L 0–3,Fulham,Bournemouth,Y,"LW,LM",90,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,Match Report,Alex Iwobi
3977,2023-12-31,Sun,Premier League,Matchweek 20,Home,W 2–1,Fulham,Arsenal,Y,AM,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,Match Report,Alex Iwobi
3978,2024-02-17,Sat,Premier League,Matchweek 25,Home,L 1–2,Fulham,Aston Villa,N,LW,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Match Report,Alex Iwobi
3979,2023-08-13,Sun,Premier League,Matchweek 1,Home,D 1–1,Chelsea,Liverpool,Y,FW,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Match Report,Nicolas Jackson
3980,2023-08-20,Sun,Premier League,Matchweek 2,Away,L 1–3,Chelsea,West Ham,Y,FW,90.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,Match Report,Nicolas Jackson
3981,2023-08-25,Fri,Premier League,Matchweek 3,Home,W 3–0,Chelsea,Luton Town,Y,FW,82.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,Match Report,Nicolas Jackson
3982,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 0–1,Chelsea,Nott'ham Forest,Y,FW,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,Nicolas Jackson
3983,2023-09-17,Sun,Premier League,Matchweek 5,Away,D 0–0,Chelsea,Bournemouth,Y,FW,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,Nicolas Jackson
3984,2023-09-24,Sun,Premier League,Matchweek 6,Home,L 0–1,Chelsea,Aston Villa,Y,FW,67.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,Match Report,Nicolas Jackson
3985,2023-10-07,Sat,Premier League,Matchweek 8,Away,W 4–1,Chelsea,Burnley,N,FW,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Match Report,Nicolas Jackson
3986,2023-10-21,Sat,Premier League,Matchweek 9,Home,D 2–2,Chelsea,Arsenal,N,FW,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,Nicolas Jackson
3987,2023-10-28,Sat,Premier League,Matchweek 10,Home,L 0–2,Chelsea,Brentford,Y,FW,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Match Report,Nicolas Jackson
3988,2023-11-06,Mon,Premier League,Matchweek 11,Away,W 4–1,Chelsea,Tottenham,Y,FW,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,Nicolas Jackson
3989,2023-11-12,Sun,Premier League,Matchweek 12,Home,D 4–4,Chelsea,Manchester City,Y,FW,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Match Report,Nicolas Jackson
3990,2023-11-25,Sat,Premier League,Matchweek 13,Away,L 1–4,Chelsea,Newcastle Utd,Y,FW,68.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Match Report,Nicolas Jackson
3991,2023-12-03,Sun,Premier League,Matchweek 14,Home,W 3–2,Chelsea,Brighton,Y,FW,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,Nicolas Jackson
3992,2023-12-06,Wed,Premier League,Matchweek 15,Away,L 1–2,Chelsea,Manchester Utd,Y,FW,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Match Report,Nicolas Jackson
3993,2023-12-10,Sun,Premier League,Matchweek 16,Away,L 0–2,Chelsea,Everton,N,FW,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,Nicolas Jackson
3994,2023-12-16,Sat,Premier League,Matchweek 17,Home,W 2–0,Chelsea,Sheffield Utd,Y,"FW,LW",89.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Match Report,Nicolas Jackson
